preamble,stimulus,item,category,feature
A radio,is man-made.,radio,furniture,9
A sewing machine,is man-made.,sewing machine,furniture,9
A stove,is man-made.,stove,furniture,9
A counter,is man-made.,counter,furniture,9
A clock,is man-made.,clock,furniture,9
A drape,is man-made.,drape,furniture,9
A refrigerator,is man-made.,refrigerator,furniture,9
A picture,is man-made.,picture,furniture,9
A closet,is man-made.,closet,furniture,9
A vase,is man-made.,vase,furniture,9
An ashtray,is man-made.,ashtray,furniture,9
A fan,is man-made.,fan,furniture,9
A telephone,is man-made.,telephone,furniture,9
A chair,is manufactured.,chair,furniture,10
A sofa,is manufactured.,sofa,furniture,10
A couch,is manufactured.,couch,furniture,10
A table,is manufactured.,table,furniture,10
An easy chair,is manufactured.,easy chair,furniture,10
A dresser,is manufactured.,dresser,furniture,10
A rocking chair,is manufactured.,rocking chair,furniture,10
A coffee table,is manufactured.,coffee table,furniture,10
A rocker,is manufactured.,rocker,furniture,10
A love seat,is manufactured.,love seat,furniture,10
Chest of drawers,are manufactured.,chest of drawers,furniture,10
A desk,is manufactured.,desk,furniture,10
A bed,is manufactured.,bed,furniture,10
A bureau,is manufactured.,bureau,furniture,10
A davenport,is manufactured.,davenport,furniture,10
An end table,is manufactured.,end table,furniture,10
A divan,is manufactured.,divan,furniture,10
A night table,is manufactured.,night table,furniture,10
A chest,is manufactured.,chest,furniture,10
A cedar chest,is manufactured.,cedar chest,furniture,10
A vanity,is manufactured.,vanity,furniture,10
A bookcase,is manufactured.,bookcase,furniture,10
A lounge,is manufactured.,lounge,furniture,10
A chaise lounge,is manufactured.,chaise lounge,furniture,10
An ottoman,is manufactured.,ottoman,furniture,10
A footstool,is manufactured.,footstool,furniture,10
A cabinet,is manufactured.,cabinet,furniture,10
A china closet,is manufactured.,china closet,furniture,10
A bench,is manufactured.,bench,furniture,10
A buffet,is manufactured.,buffet,furniture,10
A lamp,is manufactured.,lamp,furniture,10
A stool,is manufactured.,stool,furniture,10
A hassock,is manufactured.,hassock,furniture,10
A drawer,is manufactured.,drawer,furniture,10
A piano,is manufactured.,piano,furniture,10
A cushion,is manufactured.,cushion,furniture,10
A magazine rack,is manufactured.,magazine rack,furniture,10
A hi-fi,is manufactured.,hi-fi,furniture,10
A cupboard,is manufactured.,cupboard,furniture,10
A stereo,is manufactured.,stereo,furniture,10
A mirror,is manufactured.,mirror,furniture,10
A television,is manufactured.,television,furniture,10
A bar,is manufactured.,bar,furniture,10
A shelf,is manufactured.,shelf,furniture,10
A rug,is manufactured.,rug,furniture,10
A pillow,is manufactured.,pillow,furniture,10
A wastebasket,is manufactured.,wastebasket,furniture,10
A radio,is manufactured.,radio,furniture,10
A sewing machine,is manufactured.,sewing machine,furniture,10
A stove,is manufactured.,stove,furniture,10
A counter,is manufactured.,counter,furniture,10
A clock,is manufactured.,clock,furniture,10
A drape,is manufactured.,drape,furniture,10
A refrigerator,is manufactured.,refrigerator,furniture,10
A picture,is manufactured.,picture,furniture,10
A closet,is manufactured.,closet,furniture,10
A vase,is manufactured.,vase,furniture,10
An ashtray,is manufactured.,ashtray,furniture,10
A fan,is manufactured.,fan,furniture,10
A telephone,is manufactured.,telephone,furniture,10
A chair,is for putting things on or in.,chair,furniture,11
A sofa,is for putting things on or in.,sofa,furniture,11
A couch,is for putting things on or in.,couch,furniture,11
A table,is for putting things on or in.,table,furniture,11
An easy chair,is for putting things on or in.,easy chair,furniture,11
A dresser,is for putting things on or in.,dresser,furniture,11
A rocking chair,is for putting things on or in.,rocking chair,furniture,11
A coffee table,is for putting things on or in.,coffee table,furniture,11
A rocker,is for putting things on or in.,rocker,furniture,11
A love seat,is for putting things on or in.,love seat,furniture,11
Chest of drawers,are for putting things on or in.,chest of drawers,furniture,11
A desk,is for putting things on or in.,desk,furniture,11
A bed,is for putting things on or in.,bed,furniture,11
A bureau,is for putting things on or in.,bureau,furniture,11
A davenport,is for putting things on or in.,davenport,furniture,11
An end table,is for putting things on or in.,end table,furniture,11
A divan,is for putting things on or in.,divan,furniture,11
A night table,is for putting things on or in.,night table,furniture,11
A chest,is for putting things on or in.,chest,furniture,11
A cedar chest,is for putting things on or in.,cedar chest,furniture,11
A vanity,is for putting things on or in.,vanity,furniture,11
A bookcase,is for putting things on or in.,bookcase,furniture,11
A lounge,is for putting things on or in.,lounge,furniture,11
A chaise lounge,is for putting things on or in.,chaise lounge,furniture,11
An ottoman,is for putting things on or in.,ottoman,furniture,11
A footstool,is for putting things on or in.,footstool,furniture,11
A cabinet,is for putting things on or in.,cabinet,furniture,11
A china closet,is for putting things on or in.,china closet,furniture,11
A bench,is for putting things on or in.,bench,furniture,11
A buffet,is for putting things on or in.,buffet,furniture,11
A lamp,is for putting things on or in.,lamp,furniture,11
A stool,is for putting things on or in.,stool,furniture,11
A hassock,is for putting things on or in.,hassock,furniture,11
A drawer,is for putting things on or in.,drawer,furniture,11
A piano,is for putting things on or in.,piano,furniture,11
A cushion,is for putting things on or in.,cushion,furniture,11
A magazine rack,is for putting things on or in.,magazine rack,furniture,11
A hi-fi,is for putting things on or in.,hi-fi,furniture,11
A cupboard,is for putting things on or in.,cupboard,furniture,11
A stereo,is for putting things on or in.,stereo,furniture,11
A mirror,is for putting things on or in.,mirror,furniture,11
A television,is for putting things on or in.,television,furniture,11
A bar,is for putting things on or in.,bar,furniture,11
A shelf,is for putting things on or in.,shelf,furniture,11
A rug,is for putting things on or in.,rug,furniture,11
A pillow,is for putting things on or in.,pillow,furniture,11
A wastebasket,is for putting things on or in.,wastebasket,furniture,11
A radio,is for putting things on or in.,radio,furniture,11
A sewing machine,is for putting things on or in.,sewing machine,furniture,11
A stove,is for putting things on or in.,stove,furniture,11
A counter,is for putting things on or in.,counter,furniture,11
A clock,is for putting things on or in.,clock,furniture,11
A drape,is for putting things on or in.,drape,furniture,11
A refrigerator,is for putting things on or in.,refrigerator,furniture,11
A picture,is for putting things on or in.,picture,furniture,11
A closet,is for putting things on or in.,closet,furniture,11
A vase,is for putting things on or in.,vase,furniture,11
An ashtray,is for putting things on or in.,ashtray,furniture,11
A fan,is for putting things on or in.,fan,furniture,11
A telephone,is for putting things on or in.,telephone,furniture,11
A chair,is not just decorative.,chair,furniture,12
A sofa,is not just decorative.,sofa,furniture,12
A couch,is not just decorative.,couch,furniture,12
A table,is not just decorative.,table,furniture,12
An easy chair,is not just decorative.,easy chair,furniture,12
A dresser,is not just decorative.,dresser,furniture,12
A rocking chair,is not just decorative.,rocking chair,furniture,12
A coffee table,is not just decorative.,coffee table,furniture,12
A rocker,is not just decorative.,rocker,furniture,12
A love seat,is not just decorative.,love seat,furniture,12
Chest of drawers,are not just decorative.,chest of drawers,furniture,12
A desk,is not just decorative.,desk,furniture,12
A bed,is not just decorative.,bed,furniture,12
A bureau,is not just decorative.,bureau,furniture,12
A davenport,is not just decorative.,davenport,furniture,12
An end table,is not just decorative.,end table,furniture,12
A divan,is not just decorative.,divan,furniture,12
A night table,is not just decorative.,night table,furniture,12
A chest,is not just decorative.,chest,furniture,12
A cedar chest,is not just decorative.,cedar chest,furniture,12
A vanity,is not just decorative.,vanity,furniture,12
A bookcase,is not just decorative.,bookcase,furniture,12
A lounge,is not just decorative.,lounge,furniture,12
A chaise lounge,is not just decorative.,chaise lounge,furniture,12
An ottoman,is not just decorative.,ottoman,furniture,12
A footstool,is not just decorative.,footstool,furniture,12
A cabinet,is not just decorative.,cabinet,furniture,12
A china closet,is not just decorative.,china closet,furniture,12
A bench,is not just decorative.,bench,furniture,12
A buffet,is not just decorative.,buffet,furniture,12
A lamp,is not just decorative.,lamp,furniture,12
A stool,is not just decorative.,stool,furniture,12
A hassock,is not just decorative.,hassock,furniture,12
A drawer,is not just decorative.,drawer,furniture,12
A piano,is not just decorative.,piano,furniture,12
A cushion,is not just decorative.,cushion,furniture,12
A magazine rack,is not just decorative.,magazine rack,furniture,12
A hi-fi,is not just decorative.,hi-fi,furniture,12
A cupboard,is not just decorative.,cupboard,furniture,12
A stereo,is not just decorative.,stereo,furniture,12
A mirror,is not just decorative.,mirror,furniture,12
A television,is not just decorative.,television,furniture,12
A bar,is not just decorative.,bar,furniture,12
A shelf,is not just decorative.,shelf,furniture,12
A rug,is not just decorative.,rug,furniture,12
A pillow,is not just decorative.,pillow,furniture,12
A wastebasket,is not just decorative.,wastebasket,furniture,12
A radio,is not just decorative.,radio,furniture,12
A sewing machine,is not just decorative.,sewing machine,furniture,12
A stove,is not just decorative.,stove,furniture,12
A counter,is not just decorative.,counter,furniture,12
A clock,is not just decorative.,clock,furniture,12
A drape,is not just decorative.,drape,furniture,12
A refrigerator,is not just decorative.,refrigerator,furniture,12
A picture,is not just decorative.,picture,furniture,12
A closet,is not just decorative.,closet,furniture,12
A vase,is not just decorative.,vase,furniture,12
An ashtray,is not just decorative.,ashtray,furniture,12
A fan,is not just decorative.,fan,furniture,12
A telephone,is not just decorative.,telephone,furniture,12
A chair,has legs.,chair,furniture,13
A sofa,has legs.,sofa,furniture,13
A couch,has legs.,couch,furniture,13
A table,has legs.,table,furniture,13
An easy chair,has legs.,easy chair,furniture,13
A dresser,has legs.,dresser,furniture,13
A rocking chair,has legs.,rocking chair,furniture,13
A coffee table,has legs.,coffee table,furniture,13
A rocker,has legs.,rocker,furniture,13
A love seat,has legs.,love seat,furniture,13
Chest of drawers,have legs.,chest of drawers,furniture,13
A desk,has legs.,desk,furniture,13
A bed,has legs.,bed,furniture,13
A bureau,has legs.,bureau,furniture,13
A davenport,has legs.,davenport,furniture,13
An end table,has legs.,end table,furniture,13
A divan,has legs.,divan,furniture,13
A night table,has legs.,night table,furniture,13
A chest,has legs.,chest,furniture,13
A cedar chest,has legs.,cedar chest,furniture,13
A vanity,has legs.,vanity,furniture,13
A bookcase,has legs.,bookcase,furniture,13
A lounge,has legs.,lounge,furniture,13
A chaise lounge,has legs.,chaise lounge,furniture,13
An ottoman,has legs.,ottoman,furniture,13
A footstool,has legs.,footstool,furniture,13
A cabinet,has legs.,cabinet,furniture,13
A china closet,has legs.,china closet,furniture,13
A bench,has legs.,bench,furniture,13
A buffet,has legs.,buffet,furniture,13
A lamp,has legs.,lamp,furniture,13
A stool,has legs.,stool,furniture,13
A hassock,has legs.,hassock,furniture,13
A drawer,has legs.,drawer,furniture,13
A piano,has legs.,piano,furniture,13
A cushion,has legs.,cushion,furniture,13
A magazine rack,has legs.,magazine rack,furniture,13
A hi-fi,has legs.,hi-fi,furniture,13
A cupboard,has legs.,cupboard,furniture,13
A stereo,has legs.,stereo,furniture,13
A mirror,has legs.,mirror,furniture,13
A television,has legs.,television,furniture,13
A bar,has legs.,bar,furniture,13
A shelf,has legs.,shelf,furniture,13
A rug,has legs.,rug,furniture,13
A pillow,has legs.,pillow,furniture,13
A wastebasket,has legs.,wastebasket,furniture,13
A radio,has legs.,radio,furniture,13
A sewing machine,has legs.,sewing machine,furniture,13
A stove,has legs.,stove,furniture,13
A counter,has legs.,counter,furniture,13
A clock,has legs.,clock,furniture,13
